ID,Host,Lifecycle Stage,Deleted 6/11/23,Created At,Response,Notes
286b8c23-8d29-430c-a9b6-796e2f7b3999,caimanespelambres.citizenlab.co,churned,,2021-02-21 16:00:55,SocketError: Failed to open TCP connection to caimanespelambres.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
24c5cb00-390f-4679-aa79-b12b8cc79998,centinelaparticipa.cl,active,,2020-10-07 15:49:39,SocketError: Failed to open TCP connection to centinelaparticipa.cl:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
bd1273cf-2acf-4454-b7e9-2da1eeda082a,conectados.citizenlab.co,churned,,2019-04-17 14:46:24,SocketError: Failed to open TCP connection to conectados.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
789f9e9c-e6ad-41fc-bba8-a8fde4b45439,conectajusticia.minjusticia.gob.cl,churned,,2019-12-17 17:20:52,SocketError: Failed to open TCP connection to conectajusticia.minjusticia.gob.cl:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
d0901bb6-ff6b-47f8-b7e1-f55361fe28b9,constitucion.citizenlab.co,churned,,2019-12-11 22:13:30,SocketError: Failed to open TCP connection to constitucion.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
edca4fd7-56cc-47cb-852d-ad7d5e7a27c2,corrientes2030demo.citizenlab.co,demo,,2021-10-26 21:13:34,SocketError: Failed to open TCP connection to corrientes2030demo.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
c30d1842-6891-4a53-bea8-d587e86f0b12,debatenuevaconstitucion.citizenlab.co,churned,,2022-07-27 11:32:48,SocketError: Failed to open TCP connection to debatenuevaconstitucion.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
d5445de5-acac-416b-b7fc-00961ec07417,deltag.voresmaal.dk,churned,DELETED,2019-08-02 8:32:10,SocketError: Failed to open TCP connection to deltag.voresmaal.dk:443 (getaddrinfo: nodename nor servname provided,This site can’t be reached
73f1ece5-fc69-497b-8544-7ba82783f38a,democolbunmulchen.citizenlab.co,demo,,2022-04-25 8:48:35,SocketError: Failed to open TCP connection to democolbunmulchen.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
437876ed-e61d-49bb-a60f-d1cf129476b8,demolaserena.citizenlab.co,demo,,2023-02-15 11:42:26,SocketError: Failed to open TCP connection to demolaserena.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
6618ad24-5c08-417e-9171-1f9906eef23e,demominmineria.citizenlab.co,demo,,2022-10-19 11:42:53,SocketError: Failed to open TCP connection to demominmineria.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
fc8b32da-4aa0-48a6-82f5-525426d85fb8,demorenca.citizenlab.co,demo,,2022-06-08 21:29:01,SocketError: Failed to open TCP connection to demorenca.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
8b573cc7-72c0-4041-b947-718ec80e3d76,denkmee.katwijk.nl,churned,DELETED,2021-01-18 12:17:41,SocketError: Failed to open TCP connection to denkmee.katwijk.nl:443 (getaddrinfo: nodename nor servname provided,This site can’t be reached
1ec0d9e1-2672-49d4-97f2-6f8fb4ce0899,derechoshumanoslocales.cl,churned,DELETED,2020-10-07 15:55:52,SocketError: Failed to open TCP connection to derechoshumanoslocales.cl:443 (getaddrinfo: nodename nor servname provided,This site can’t be reached
506b3503-ff32-40d0-b0d6-78c392b2bf01,dialogaciudadcndu.citizenlab.co,churned,,2021-06-21 17:35:05,SocketError: Failed to open TCP connection to dialogaciudadcndu.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
